Year,FG%,3P%,2P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SRS,ORtg,DRtg,Attend./G,Win %,Playoff
99-00,0.47,0.361,0.493,0.76,43.0,23.5,7.7,4.8,15.2,22.7,97.5,6.36,107.9,100.8,20368.0,0.7195121951219512,1
99-00,0.433,0.363,0.447,0.765,43.3,23.7,8.1,6.6,13.9,24.3,97.2,-0.46,104.7,104.9,18451.0,0.5487804878048781,1
99-00,0.442,0.373,0.453,0.75,42.8,23.7,8.7,4.4,17.4,27.1,97.0,-3.64,100.4,104.0,14724.0,0.3902439024390244,0
99-00,0.451,0.376,0.462,0.743,42.7,21.6,7.2,4.7,16.1,26.2,96.6,-3.47,103.5,107.0,15039.0,0.3536585365853658,0
99-00,0.464,0.385,0.476,0.773,41.0,24.9,7.7,5.4,14.9,24.5,96.5,4.52,107.3,102.3,19543.0,0.6707317073170732,1
99-00,0.462,0.374,0.476,0.746,43.8,22.2,7.5,6.7,15.0,20.9,96.2,5.92,105.0,98.6,21694.0,0.6463414634146342,1
99-00,0.42,0.323,0.437,0.697,45.6,22.6,8.9,4.3,15.9,24.9,95.5,-7.63,99.8,108.4,12419.0,0.2317073170731707,0
99-00,0.442,0.323,0.454,0.708,44.1,22.2,9.6,4.7,15.7,23.6,94.8,1.02,101.5,100.0,18462.0,0.5975609756097561,1
99-00,0.46,0.371,0.481,0.736,43.2,23.5,7.1,6.4,15.0,23.7,94.4,2.75,104.5,101.0,18374.0,0.6341463414634146,1
99-00,0.441,0.317,0.458,0.743,45.3,18.9,6.1,5.6,15.4,21.0,94.3,-5.41,102.0,107.9,14657.0,0.3414634146341463,0
99-00,0.449,0.361,0.463,0.774,40.6,20.7,7.4,4.2,16.8,22.9,93.9,-5.1,102.3,108.5,13899.0,0.2682926829268293,0
99-00,0.455,0.375,0.468,0.781,40.5,19.4,6.3,4.3,14.6,24.2,92.1,1.3,102.5,100.9,19763.0,0.6097560975609756,1
99-00,0.426,0.339,0.446,0.746,40.6,18.0,7.0,6.0,16.2,22.2,92.0,-10.73,97.8,110.1,13652.0,0.1829268292682926,0
99-00,0.415,0.329,0.432,0.709,40.9,20.1,7.9,4.7,19.0,23.3,84.8,-9.23,94.2,104.6,22124.0,0.2073170731707317,0
96-97,0.504,0.37,0.526,0.769,40.2,26.8,9.1,5.1,15.4,24.2,103.1,7.97,113.6,104.0,19791.0,0.7804878048780488,1
96-97,0.473,0.373,0.499,0.747,45.1,26.1,8.7,4.0,13.5,19.7,103.1,10.7,114.4,102.4,23865.0,0.8414634146341463,1
96-97,0.469,0.369,0.496,0.761,40.1,25.2,8.1,3.9,14.4,21.1,102.8,0.21,109.3,108.6,19023.0,0.4878048780487805,1
96-97,0.467,0.353,0.504,0.752,40.0,23.5,11.0,4.7,15.0,22.0,100.9,6.91,111.2,102.7,17072.0,0.6951219512195121,1
96-97,0.44,0.351,0.461,0.75,40.0,21.9,9.9,3.8,16.4,23.4,100.6,-6.62,103.9,111.4,16196.0,0.1829268292682926,0
96-97,0.468,0.365,0.509,0.755,42.6,24.5,8.4,4.2,16.6,19.6,100.6,3.85,108.8,104.0,16285.0,0.6951219512195121,1
96-97,0.438,0.319,0.468,0.725,44.2,20.7,8.3,4.8,17.5,21.1,100.2,-5.89,104.6,111.4,15280.0,0.2682926829268293,0
96-97,0.454,0.367,0.48,0.692,42.8,22.5,9.0,7.0,14.9,22.2,100.0,3.66,108.3,103.7,17004.0,0.6829268292682927,1
96-97,0.456,0.353,0.483,0.778,40.8,22.2,7.5,4.4,17.2,21.8,99.6,-4.9,107.2,112.2,15167.0,0.3658536585365853,0
96-97,0.48,0.331,0.507,0.707,41.8,23.4,8.7,4.9,15.7,22.1,99.4,1.77,106.6,104.9,17681.0,0.5365853658536586,1
96-97,0.464,0.358,0.493,0.713,43.3,20.9,7.8,5.3,16.5,23.5,99.0,3.56,107.9,103.3,20800.0,0.5975609756097561,1
96-97,0.471,0.428,0.483,0.777,39.1,24.6,7.3,4.3,14.7,20.8,98.9,2.13,110.9,108.9,24042.0,0.6585365853658537,1
96-97,0.439,0.372,0.462,0.761,42.0,23.0,6.1,5.9,16.6,21.8,97.8,-6.4,104.5,111.2,11254.0,0.2560975609756097,0
96-97,0.446,0.354,0.469,0.731,40.7,20.3,8.9,5.4,16.0,24.0,97.2,-2.66,105.1,107.6,8836.0,0.4390243902439024,1
96-97,0.422,0.353,0.439,0.74,46.2,21.0,8.3,5.9,15.7,22.7,97.2,-3.89,104.7,109.7,15800.0,0.3170731707317073,0
96-97,0.454,0.391,0.466,0.723,41.5,21.9,7.2,4.4,16.2,23.7,96.4,-3.64,105.0,108.7,17317.0,0.4146341463414634,0
96-97,0.456,0.339,0.48,0.751,39.7,22.9,7.5,6.8,15.2,22.2,96.1,-1.82,105.5,107.1,17018.0,0.4878048780487805,1
96-97,0.437,0.363,0.461,0.72,41.3,20.9,8.8,6.3,16.4,23.0,95.5,-2.56,104.6,108.0,18551.0,0.3658536585365853,0
96-97,0.463,0.363,0.489,0.748,42.5,22.1,7.7,4.6,17.8,24.8,95.4,3.31,104.4,101.0,19763.0,0.6951219512195121,1
96-97,0.456,0.381,0.472,0.722,41.7,21.3,7.1,4.8,16.3,24.1,95.4,1.49,105.8,104.7,15530.0,0.4756097560975609,0
96-97,0.471,0.352,0.491,0.741,39.2,19.6,7.7,4.2,15.7,23.1,95.3,-1.38,106.2,108.3,15514.0,0.4024390243902439,0
96-97,0.453,0.364,0.491,0.719,41.0,21.2,7.9,5.4,15.9,23.4,94.8,5.56,106.8,100.6,15004.0,0.7439024390243902,1
96-97,0.446,0.359,0.481,0.763,41.1,19.0,8.5,5.2,15.0,19.4,94.8,5.52,108.5,102.3,14288.0,0.6829268292682927,1
96-97,0.464,0.388,0.488,0.745,38.4,19.0,7.7,3.5,12.7,20.1,94.2,5.45,110.6,104.4,20014.0,0.6585365853658537,1
96-97,0.437,0.341,0.47,0.746,40.1,20.6,8.5,4.4,15.2,20.0,94.1,-0.07,105.6,106.0,17199.0,0.5487804878048781,1
96-97,0.436,0.327,0.464,0.717,40.3,20.3,8.0,4.3,16.1,21.9,90.6,-6.47,101.1,108.2,15102.0,0.2926829268292683,0
96-97,0.442,0.32,0.47,0.719,39.4,20.3,7.9,5.3,15.2,21.5,90.5,-7.93,103.3,112.3,17235.0,0.2439024390243902,0
96-97,0.437,0.349,0.458,0.709,38.8,22.7,8.0,5.7,15.9,21.4,89.2,-10.17,100.3,111.8,16571.0,0.1707317073170731,0
96-97,0.453,0.376,0.474,0.723,37.4,20.9,8.0,3.8,14.5,23.0,87.5,2.32,104.6,102.4,16895.0,0.5121951219512195,0
05-06,0.479,0.399,0.511,0.806,41.8,26.6,6.7,5.0,13.3,20.5,108.4,5.48,111.5,105.8,17809.0,0.6585365853658537,1
05-06,0.459,0.371,0.487,0.785,39.6,20.7,7.6,3.7,14.7,23.6,102.6,-2.88,111.1,114.4,16199.0,0.4268292682926829,0
05-06,0.447,0.357,0.471,0.757,41.2,18.6,8.0,4.1,13.9,22.6,101.7,1.57,109.3,107.3,17197.0,0.5121951219512195,1
05-06,0.454,0.375,0.479,0.791,38.5,19.4,6.5,3.3,13.1,24.0,101.1,-3.03,109.5,112.7,17057.0,0.3292682926829268,0
05-06,0.461,0.325,0.487,0.744,41.3,23.4,8.5,5.6,14.8,22.7,100.3,0.36,105.5,105.2,17135.0,0.5365853658536586,1
05-06,0.478,0.345,0.517,0.7,43.1,20.6,6.4,5.4,14.5,22.8,99.9,3.59,108.7,104.5,19955.0,0.6341463414634146,1
05-06,0.458,0.364,0.476,0.76,40.2,20.2,7.9,4.9,14.1,20.9,99.4,-2.1,106.0,108.1,16519.0,0.4634146341463415,0
05-06,0.453,0.349,0.486,0.745,42.2,21.1,7.7,4.3,13.9,23.1,99.4,2.53,108.4,105.7,18883.0,0.5487804878048781,1
05-06,0.462,0.374,0.481,0.783,42.2,18.0,7.2,6.0,13.6,22.4,99.1,5.96,111.8,105.0,20114.0,0.7317073170731707,1
05-06,0.454,0.351,0.483,0.784,40.5,22.3,7.4,3.6,14.6,20.4,98.9,1.61,106.7,105.0,17317.0,0.5365853658536586,1
05-06,0.433,0.341,0.467,0.718,42.3,20.7,7.4,4.4,14.1,23.7,98.5,-1.11,104.8,106.2,18273.0,0.4146341463414634,0
05-06,0.467,0.362,0.494,0.755,39.6,20.9,7.0,5.1,16.6,24.8,98.0,-1.59,105.2,106.9,16899.0,0.4024390243902439,0
05-06,0.453,0.38,0.472,0.738,41.2,21.6,7.3,3.3,14.6,23.2,97.8,-1.07,106.3,107.4,16618.0,0.4878048780487805,1
05-06,0.446,0.379,0.465,0.738,42.8,22.0,6.2,4.2,14.9,24.9,97.8,0.51,104.0,103.4,21188.0,0.5,1
05-06,0.454,0.339,0.487,0.729,42.3,19.0,6.9,4.8,13.9,21.1,97.6,2.17,107.8,105.4,19327.0,0.6097560975609756,1
05-06,0.465,0.344,0.483,0.791,43.1,20.8,6.5,6.1,14.5,22.8,97.2,1.75,105.3,103.6,17376.0,0.573170731707317,1
05-06,0.454,0.367,0.472,0.75,40.3,19.8,7.2,4.8,15.7,25.0,97.2,-4.69,106.4,111.6,15069.0,0.3170731707317073,0
05-06,0.433,0.339,0.454,0.729,39.8,20.9,10.0,4.3,14.2,23.9,96.9,-3.9,102.5,106.7,16366.0,0.3170731707317073,0
05-06,0.455,0.384,0.475,0.727,40.5,24.0,7.1,6.0,11.4,18.5,96.8,6.24,110.8,103.1,22076.0,0.7804878048780488,1
05-06,0.455,0.362,0.47,0.726,41.4,17.9,6.8,3.3,17.7,26.3,95.6,-6.3,104.0,111.0,18931.0,0.2804878048780488,0
05-06,0.472,0.385,0.496,0.702,41.5,20.9,6.6,5.7,13.7,20.9,95.6,6.69,107.3,99.6,18797.0,0.7682926829268293,1
05-06,0.472,0.376,0.486,0.73,40.2,18.2,6.5,4.4,15.1,23.3,94.9,-1.26,106.3,107.5,15561.0,0.4390243902439024,0
05-06,0.444,0.349,0.475,0.737,42.2,19.9,7.3,5.0,15.3,22.2,93.9,1.62,104.5,102.4,16180.0,0.5,1
05-06,0.44,0.33,0.472,0.758,41.0,23.0,6.8,3.4,13.6,23.2,93.8,1.11,103.9,102.4,16867.0,0.5975609756097561,1
05-06,0.44,0.339,0.457,0.758,40.2,18.5,7.5,3.8,13.4,21.8,92.8,-2.51,103.7,106.8,18717.0,0.4634146341463415,0
05-06,0.442,0.336,0.461,0.719,42.1,21.6,6.4,6.0,15.7,24.8,92.4,-2.49,104.1,107.0,18332.0,0.5,0
05-06,0.448,0.374,0.474,0.711,39.2,19.3,7.3,5.4,13.8,21.4,92.2,3.74,105.9,101.6,15793.0,0.5975609756097561,1
05-06,0.456,0.329,0.478,0.758,39.4,20.9,6.8,5.7,14.5,23.0,91.7,-1.75,102.4,104.5,16150.0,0.4024390243902439,0
05-06,0.433,0.332,0.463,0.759,41.6,19.3,7.2,3.9,14.5,22.7,90.1,-1.3,101.6,103.3,15515.0,0.4146341463414634,0
05-06,0.445,0.349,0.464,0.689,37.7,18.2,6.5,5.3,14.7,22.3,88.8,-8.91,101.1,111.9,15049.0,0.2560975609756097,0
15-16,0.487,0.416,0.528,0.763,46.2,28.9,8.4,6.1,15.2,20.7,114.9,10.38,114.5,103.8,19596.0,0.8902439024390244,1
15-16,0.476,0.349,0.524,0.782,48.6,23.0,7.4,5.9,15.9,20.6,110.2,7.09,113.1,105.6,18203.0,0.6707317073170732,1
15-16,0.464,0.359,0.5,0.725,44.2,24.5,8.9,4.5,16.2,20.4,106.6,-2.32,106.0,108.4,17222.0,0.4024390243902439,0
15-16,0.452,0.347,0.514,0.694,43.1,22.2,10.0,5.2,15.9,21.8,106.5,0.34,108.3,108.1,17982.0,0.5,1
15-16,0.439,0.335,0.483,0.788,44.9,24.2,9.2,4.2,13.7,21.9,105.7,2.84,106.8,103.6,18270.0,0.5853658536585366,1
15-16,0.45,0.37,0.49,0.754,45.5,21.3,6.9,4.6,14.6,21.7,105.1,0.98,108.8,108.0,19368.0,0.5365853658536586,1
15-16,0.465,0.364,0.513,0.692,42.0,22.8,8.6,5.6,13.0,21.3,104.5,4.13,108.3,103.8,19193.0,0.6463414634146342,1
15-16,0.46,0.362,0.514,0.748,44.5,22.7,6.7,3.9,13.6,20.3,104.3,5.45,110.9,104.5,20562.0,0.6951219512195121,1
15-16,0.46,0.358,0.501,0.73,41.8,24.5,8.6,3.9,14.5,20.8,104.1,-0.5,105.3,105.8,17693.0,0.5,0
15-16,0.484,0.375,0.515,0.803,43.9,24.5,8.3,5.9,13.1,17.5,103.5,10.28,110.3,99.0,18450.0,0.8170731707317073,1
15-16,0.439,0.362,0.479,0.79,43.9,21.7,7.3,5.3,12.6,18.1,103.4,2.36,107.1,104.3,17485.0,0.5853658536585366,1
15-16,0.458,0.35,0.512,0.783,42.1,25.6,9.1,5.9,15.0,19.1,102.8,3.49,105.1,101.4,16833.0,0.5853658536585366,1
15-16,0.451,0.37,0.483,0.777,43.4,18.7,7.8,5.5,13.1,19.6,102.7,4.08,110.0,105.2,19826.0,0.6829268292682927,1
15-16,0.448,0.36,0.482,0.776,42.6,22.2,7.7,4.2,13.4,20.9,102.7,-3.56,105.6,109.5,16794.0,0.3658536585365853,0
15-16,0.464,0.338,0.496,0.792,41.6,23.4,8.0,4.6,15.0,20.7,102.4,-3.38,106.5,110.1,14175.0,0.3536585365853658,0
15-16,0.444,0.344,0.495,0.794,43.1,22.1,6.8,3.7,12.8,19.5,102.3,-0.02,106.7,107.0,20144.0,0.5121951219512195,1
15-16,0.45,0.351,0.486,0.764,44.2,21.2,9.0,4.8,14.9,20.0,102.2,1.62,104.6,102.9,16847.0,0.5487804878048781,1
15-16,0.455,0.35,0.492,0.757,43.3,23.6,8.2,5.1,14.1,20.7,102.1,-1.68,105.1,106.8,17515.0,0.4268292682926829,0
15-16,0.439,0.345,0.48,0.668,46.3,19.4,7.0,3.7,13.5,19.0,102.0,0.43,106.1,105.5,16516.0,0.5365853658536586,1
15-16,0.442,0.338,0.482,0.766,44.6,22.7,7.4,4.8,14.7,21.0,101.9,-2.81,105.6,108.9,14095.0,0.4024390243902439,0
15-16,0.441,0.371,0.464,0.787,46.3,22.8,6.0,5.7,13.9,18.8,101.6,-1.46,105.0,106.5,21821.0,0.5121951219512195,0
15-16,0.435,0.348,0.472,0.751,44.8,20.7,7.7,3.8,17.2,22.7,100.9,-6.32,102.2,109.0,17107.0,0.2804878048780488,0
15-16,0.47,0.336,0.508,0.744,44.1,20.8,6.7,6.5,14.1,18.3,100.0,1.5,106.1,104.4,19740.0,0.5853658536585366,1
15-16,0.44,0.331,0.471,0.783,41.6,20.7,8.8,4.3,13.3,21.7,99.1,-2.14,105.4,107.8,17119.0,0.5121951219512195,1
15-16,0.467,0.345,0.495,0.747,41.7,23.1,8.2,5.8,15.2,20.7,99.0,-3.98,104.3,108.7,15166.0,0.4024390243902439,0
15-16,0.453,0.352,0.481,0.757,42.4,22.3,7.6,4.0,14.8,18.0,98.6,-7.12,103.2,110.9,15125.0,0.2560975609756097,0
15-16,0.439,0.346,0.471,0.805,44.4,20.5,5.7,5.7,13.4,19.7,98.4,-2.74,104.6,107.6,19812.0,0.3902439024390244,0
15-16,0.449,0.355,0.488,0.744,43.2,19.0,7.7,5.2,14.9,20.2,97.7,1.84,105.9,103.9,19305.0,0.4878048780487805,0
15-16,0.431,0.339,0.476,0.694,41.2,21.5,8.3,6.0,16.4,21.7,97.4,-9.92,98.8,109.2,14991.0,0.1219512195121951,0
15-16,0.414,0.317,0.454,0.781,43.0,18.0,7.2,4.1,13.7,20.3,97.3,-8.92,101.6,111.6,18997.0,0.2073170731707317,0
09-10,0.492,0.412,0.52,0.77,43.0,23.3,5.8,5.1,14.8,20.9,110.2,4.67,115.3,110.2,17648.0,0.6585365853658537,1
09-10,0.469,0.375,0.499,0.782,38.4,22.4,9.3,4.1,14.7,23.0,108.8,-3.28,108.1,111.7,18027.0,0.3170731707317073,0
09-10,0.468,0.359,0.5,0.772,41.4,21.0,8.3,5.1,13.9,22.5,106.5,4.15,111.8,107.5,17983.0,0.6463414634146342,1
09-10,0.491,0.364,0.519,0.741,42.2,26.7,8.2,4.9,15.2,22.7,104.2,5.33,110.7,105.0,19378.0,0.6463414634146342,1
09-10,0.482,0.371,0.512,0.764,40.4,22.0,5.7,4.7,13.4,22.2,104.1,-1.83,111.3,113.2,17897.0,0.4878048780487805,0
09-10,0.47,0.375,0.521,0.724,43.2,19.7,6.2,5.6,14.1,19.9,102.8,7.12,111.4,103.3,17461.0,0.7195121951219512,1
09-10,0.469,0.337,0.492,0.733,43.5,18.8,7.9,4.9,15.2,20.2,102.5,-1.39,108.3,109.9,13486.0,0.4878048780487805,0
09-10,0.447,0.351,0.481,0.772,42.0,21.8,7.1,3.9,14.5,20.9,102.4,-0.02,107.6,108.0,16528.0,0.5121951219512195,0
09-10,0.485,0.381,0.52,0.72,42.5,22.4,6.9,5.2,13.9,19.4,102.1,6.17,111.2,104.1,20562.0,0.7439024390243902,1
09-10,0.455,0.346,0.504,0.782,40.4,21.6,7.1,3.7,14.0,20.0,102.1,-4.01,107.6,111.6,19501.0,0.3536585365853658,0
09-10,0.464,0.372,0.491,0.816,41.7,23.4,7.6,5.5,12.9,19.1,102.0,2.66,109.2,106.3,19994.0,0.6707317073170732,1
09-10,0.457,0.341,0.492,0.765,44.3,21.1,7.5,4.9,13.4,19.4,101.7,4.78,108.8,103.7,18997.0,0.6951219512195121,1
09-10,0.468,0.36,0.497,0.759,41.7,21.8,7.2,5.0,12.0,19.9,101.7,4.44,111.9,106.7,16546.0,0.6463414634146342,1
09-10,0.462,0.34,0.49,0.805,43.5,20.0,8.0,5.9,15.0,21.3,101.5,3.55,108.3,104.6,18004.0,0.6097560975609756,1
09-10,0.473,0.358,0.508,0.74,42.8,22.3,6.3,4.6,13.6,20.4,101.4,5.07,110.0,104.5,18090.0,0.6097560975609756,1
09-10,0.443,0.348,0.479,0.775,41.5,21.1,7.1,5.4,15.0,22.5,100.8,-3.11,103.7,106.8,14202.0,0.3902439024390244,0
09-10,0.464,0.363,0.495,0.778,40.3,22.3,7.6,3.7,13.5,19.6,100.2,-2.27,107.4,110.1,15058.0,0.4512195121951219,0
09-10,0.456,0.349,0.483,0.726,42.6,20.5,6.9,4.5,15.0,22.3,100.0,-4.06,105.3,109.9,13254.0,0.3048780487804878,0
09-10,0.483,0.348,0.523,0.746,38.6,23.5,8.5,4.9,14.9,22.1,99.2,3.37,107.7,103.8,18624.0,0.6097560975609756,1
09-10,0.449,0.341,0.471,0.746,42.9,19.8,7.3,3.7,16.3,20.7,98.2,-9.06,101.7,111.6,15102.0,0.1829268292682926,0
09-10,0.461,0.354,0.49,0.79,40.2,20.4,6.4,4.3,12.3,20.9,98.1,3.18,110.8,107.1,20497.0,0.6097560975609756,1
09-10,0.436,0.356,0.464,0.755,43.0,21.2,7.1,4.7,13.2,22.2,97.7,1.37,104.9,103.1,15109.0,0.5609756097560976,1
09-10,0.46,0.343,0.491,0.756,41.0,21.0,8.1,5.4,14.5,20.5,97.7,-3.93,106.1,110.3,14225.0,0.3292682926829268,0
09-10,0.451,0.33,0.474,0.754,44.5,20.8,6.5,5.8,14.3,20.1,97.5,-1.64,103.5,105.3,20726.0,0.5,1
09-10,0.458,0.346,0.489,0.752,41.8,18.9,7.4,5.6,13.2,20.9,96.5,1.99,106.6,104.1,17730.0,0.573170731707317,1
09-10,0.449,0.353,0.471,0.762,41.8,19.0,6.0,5.1,14.9,21.4,96.2,-4.72,104.2,109.4,16205.0,0.3170731707317073,0
09-10,0.455,0.332,0.49,0.73,41.8,22.1,6.5,5.7,15.7,19.3,95.7,-6.01,103.3,110.1,16343.0,0.3536585365853658,0
09-10,0.453,0.346,0.482,0.751,40.8,20.2,7.7,5.4,15.7,19.5,95.3,1.3,104.4,102.8,15818.0,0.5365853658536586,1
09-10,0.445,0.314,0.474,0.728,40.2,19.4,7.3,3.8,13.4,22.2,94.0,-5.02,105.6,111.4,18752.0,0.3292682926829268,0
09-10,0.429,0.318,0.454,0.78,39.7,18.8,7.0,4.8,14.4,20.0,92.4,-8.93,100.6,110.5,13103.0,0.1463414634146341,0
93-94,0.484,0.33,0.511,0.728,44.8,27.6,9.1,5.6,15.9,20.0,108.2,4.68,111.7,106.8,19023.0,0.6829268292682927,1
93-94,0.492,0.339,0.512,0.664,43.6,26.8,9.8,6.2,17.5,21.8,107.9,1.76,108.3,106.5,15025.0,0.6097560975609756,1
93-94,0.454,0.353,0.466,0.743,45.9,25.2,9.1,5.0,14.8,22.3,107.3,2.6,108.1,105.5,12888.0,0.573170731707317,1
93-94,0.476,0.367,0.493,0.764,42.6,27.0,8.8,4.8,15.4,21.3,106.5,-0.23,108.4,108.6,23698.0,0.5,0
93-94,0.484,0.335,0.501,0.745,41.2,25.8,12.8,4.5,15.4,23.3,105.9,8.68,111.1,101.5,14668.0,0.7682926829268293,1
93-94,0.485,0.347,0.513,0.678,43.1,25.2,8.3,5.6,16.2,20.9,105.7,3.68,110.8,106.7,15291.0,0.6097560975609756,1
93-94,0.464,0.338,0.485,0.785,44.4,22.6,7.8,4.6,16.0,24.7,103.4,2.4,109.5,106.7,15055.0,0.5121951219512195,1
93-94,0.445,0.327,0.458,0.762,47.0,23.2,8.5,7.0,14.6,20.6,103.2,2.11,107.2,104.9,16056.0,0.5487804878048781,1
93-94,0.467,0.303,0.488,0.709,43.0,26.5,9.8,5.1,18.0,21.6,103.0,-5.28,102.9,108.6,11390.0,0.3292682926829268,0
93-94,0.477,0.32,0.491,0.74,42.0,26.6,9.2,4.4,14.5,24.2,101.9,4.1,108.6,104.1,19866.0,0.6463414634146342,1
93-94,0.461,0.323,0.48,0.752,44.8,25.1,11.2,5.5,15.3,19.8,101.4,4.94,107.2,101.7,13338.0,0.6951219512195121,1
93-94,0.465,0.362,0.48,0.77,42.0,25.0,8.6,5.2,13.9,20.7,101.2,3.64,109.4,105.1,18383.0,0.573170731707317,1
93-94,0.452,0.353,0.464,0.731,42.3,24.7,8.2,4.3,16.3,24.1,101.1,-5.32,103.3,109.2,17329.0,0.3414634146341463,0
93-94,0.475,0.334,0.508,0.743,43.2,25.5,8.7,5.9,16.3,20.1,101.1,4.19,105.9,101.4,15005.0,0.7073170731707317,1
93-94,0.486,0.368,0.496,0.738,43.2,25.1,8.6,5.6,17.6,24.1,101.0,3.26,107.8,104.2,13264.0,0.573170731707317,1
93-94,0.472,0.289,0.486,0.73,41.7,23.5,8.2,5.4,15.1,22.5,100.8,-4.28,104.2,108.7,14890.0,0.3902439024390244,0
93-94,0.45,0.3,0.468,0.717,42.2,24.2,9.2,5.6,14.6,22.9,100.4,-3.93,104.8,109.3,13315.0,0.4024390243902439,0
93-94,0.468,0.297,0.489,0.748,39.8,22.2,8.5,3.9,17.1,20.9,100.4,-7.13,104.5,112.2,15371.0,0.2926829268292683,0
93-94,0.465,0.285,0.483,0.718,44.7,21.5,8.3,8.4,17.3,23.5,100.3,1.54,103.9,102.3,16433.0,0.5121951219512195,1
93-94,0.475,0.349,0.49,0.742,46.2,23.1,6.8,5.5,14.6,20.3,100.0,5.05,110.4,104.6,22053.0,0.6707317073170732,1
93-94,0.46,0.348,0.477,0.746,45.3,25.2,9.2,4.7,16.6,24.4,98.5,6.48,105.7,98.2,19763.0,0.6951219512195121,1
93-94,0.455,0.338,0.474,0.714,41.5,22.3,8.1,6.4,16.7,18.1,98.0,-7.37,101.7,109.7,12425.0,0.3048780487804878,0
93-94,0.476,0.354,0.489,0.705,43.1,25.6,9.0,4.3,15.9,21.3,98.0,2.87,106.1,102.7,18556.0,0.6707317073170732,1
93-94,0.447,0.325,0.469,0.702,40.0,23.7,9.8,5.0,16.4,22.2,96.9,-6.24,102.5,109.3,15482.0,0.2439024390243902,0
93-94,0.452,0.344,0.47,0.731,40.8,21.5,7.3,3.8,15.1,23.6,96.9,-7.46,102.7,110.9,19674.0,0.2439024390243902,0
93-94,0.457,0.329,0.469,0.772,40.6,24.0,7.3,5.4,18.0,24.6,96.7,-6.55,101.9,109.2,17888.0,0.2439024390243902,0
93-94,0.432,0.312,0.447,0.747,41.7,19.9,9.4,3.6,17.0,24.5,95.1,-8.19,100.4,109.6,12839.0,0.1585365853658536,0
91-92,0.507,0.333,0.527,0.746,42.8,25.2,10.4,4.6,16.5,25.0,118.7,3.77,113.6,109.9,15025.0,0.6707317073170732,1
91-92,0.494,0.354,0.516,0.79,44.5,29.2,8.6,4.8,17.1,26.1,112.2,1.85,111.7,109.9,12618.0,0.4878048780487805,1
91-92,0.492,0.381,0.502,0.776,44.5,26.9,8.2,7.1,15.1,22.6,112.1,5.68,112.1,106.2,14496.0,0.6463414634146342,1
91-92,0.473,0.344,0.492,0.754,46.9,25.2,9.2,5.0,16.2,24.2,111.4,6.94,111.4,104.2,12888.0,0.6951219512195121,1
91-92,0.508,0.304,0.522,0.744,44.0,27.8,8.2,5.9,13.3,20.6,109.9,10.07,115.5,104.5,18536.0,0.8170731707317073,1
91-92,0.477,0.317,0.486,0.755,43.1,27.9,10.0,3.8,15.5,22.2,109.5,-3.57,107.1,110.9,23698.0,0.3780487804878049,0
91-92,0.488,0.357,0.502,0.805,42.6,27.6,7.5,7.6,13.1,19.0,108.9,5.34,113.9,108.2,16522.0,0.6951219512195121,1
91-92,0.492,0.345,0.503,0.788,44.4,26.7,8.7,5.5,15.4,21.3,108.3,5.7,112.2,105.6,19675.0,0.6707317073170732,1
91-92,0.492,0.306,0.502,0.808,44.9,25.3,7.8,5.9,14.2,20.6,106.6,3.41,110.8,107.0,14885.0,0.6219512195121951,1
91-92,0.474,0.317,0.49,0.783,43.2,22.9,9.5,5.5,16.1,23.8,106.5,1.86,110.7,108.8,12006.0,0.573170731707317,1
91-92,0.467,0.313,0.482,0.731,46.2,25.9,9.7,3.9,15.3,21.6,106.2,-1.15,107.3,108.9,12483.0,0.4634146341463415,0
91-92,0.458,0.334,0.47,0.732,47.6,23.6,9.0,7.5,17.0,22.4,105.4,-1.54,107.0,108.7,12618.0,0.4878048780487805,1
91-92,0.461,0.342,0.475,0.79,43.3,21.3,8.2,4.5,16.8,22.2,105.0,-3.94,106.7,110.9,14965.0,0.4634146341463415,1
91-92,0.46,0.369,0.475,0.759,42.3,24.6,10.5,3.9,16.5,23.2,105.0,-1.46,108.8,110.6,15500.0,0.3780487804878049,0
91-92,0.466,0.353,0.477,0.747,41.6,23.9,8.9,7.5,16.6,21.5,104.3,-5.63,103.9,109.9,17014.0,0.3536585365853658,0
91-92,0.476,0.292,0.487,0.736,46.1,24.5,8.9,7.4,16.0,21.9,104.0,2.81,107.5,104.1,16057.0,0.573170731707317,1
91-92,0.473,0.289,0.487,0.72,43.0,25.0,10.0,6.1,15.5,22.8,102.9,1.1,105.8,104.7,12200.0,0.5487804878048781,1
91-92,0.461,0.272,0.476,0.778,41.6,24.5,8.7,5.1,15.3,22.6,102.4,-4.35,103.9,108.4,12372.0,0.3048780487804878,0
91-92,0.475,0.343,0.496,0.738,42.8,25.1,8.0,7.0,16.8,21.6,102.0,-1.94,106.2,108.0,14458.0,0.5121951219512195,0
91-92,0.471,0.334,0.487,0.775,41.1,21.4,8.4,5.9,15.1,19.3,101.9,-1.34,108.3,109.7,14003.0,0.4268292682926829,0
91-92,0.477,0.325,0.492,0.734,44.8,26.0,7.7,4.7,15.1,23.2,101.6,3.67,108.3,104.2,17722.0,0.6219512195121951,1
91-92,0.453,0.324,0.466,0.746,42.7,21.9,7.8,4.5,16.9,24.1,101.6,-6.52,103.5,110.5,15151.0,0.2560975609756097,0
