Year,FG%,3P%,2P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SRS,ORtg,DRtg,Attend./G,Win %,Playoff
91-92,0.458,0.32,0.466,0.743,40.7,24.7,7.5,6.4,14.1,22.8,100.5,-6.85,105.0,112.4,18757.0,0.1829268292682926,0
91-92,0.456,0.267,0.469,0.766,40.9,22.0,9.2,4.9,13.3,18.8,100.4,-0.95,107.7,108.9,17055.0,0.524390243902439,1
91-92,0.442,0.301,0.45,0.738,45.1,18.9,9.4,5.6,17.6,24.2,99.7,-7.59,100.7,108.6,13105.0,0.2926829268292683,0
91-92,0.465,0.314,0.477,0.743,44.3,23.2,6.7,4.4,14.8,20.1,98.9,2.06,107.5,105.3,21454.0,0.5853658536585366,1
91-92,0.439,0.336,0.452,0.75,44.3,19.9,6.5,4.3,14.7,22.8,97.6,-7.47,103.0,111.1,15473.0,0.2682926829268293,0
02-03,0.453,0.381,0.475,0.829,42.1,22.4,8.1,5.5,11.6,21.1,103.0,7.9,110.7,102.3,19913.0,0.7317073170731707,1
02-03,0.441,0.344,0.462,0.778,46.7,20.9,7.2,6.2,15.8,21.8,102.4,-0.6,108.3,109.5,15486.0,0.4634146341463415,0
02-03,0.464,0.381,0.482,0.746,44.5,24.8,9.0,5.6,14.5,20.3,101.7,6.68,105.9,99.1,17317.0,0.7195121951219512,1
02-03,0.451,0.356,0.475,0.734,44.3,23.3,7.8,5.7,14.5,22.9,100.4,2.71,107.2,104.7,18973.0,0.6097560975609756,1
02-03,0.457,0.383,0.478,0.776,39.5,22.2,7.6,4.2,12.7,22.2,99.5,-0.24,108.8,108.6,16243.0,0.5121951219512195,1
02-03,0.436,0.357,0.46,0.777,40.9,20.4,8.5,3.7,14.4,23.0,98.5,-0.39,105.2,105.0,14778.0,0.5121951219512195,1
02-03,0.466,0.368,0.479,0.77,43.6,25.2,6.7,5.3,13.7,20.8,98.1,2.46,106.1,103.8,15700.0,0.6219512195121951,1
02-03,0.452,0.365,0.473,0.739,41.6,23.1,7.9,6.1,15.4,20.5,97.5,-2.6,103.9,107.3,14910.0,0.3414634146341463,0
02-03,0.448,0.311,0.466,0.775,42.2,21.6,10.3,3.5,14.8,22.0,96.8,1.76,105.0,102.5,19685.0,0.5853658536585366,1
02-03,0.441,0.339,0.461,0.766,44.2,23.3,8.5,5.4,14.8,22.1,96.8,2.79,104.6,100.8,16353.0,0.5853658536585366,1
02-03,0.441,0.383,0.459,0.815,39.2,22.0,7.1,3.1,14.0,23.0,95.9,-1.61,104.7,106.2,19012.0,0.4512195121951219,0
02-03,0.462,0.354,0.489,0.725,42.6,20.0,7.7,6.5,15.8,20.4,95.8,5.65,105.6,99.7,17950.0,0.7317073170731707,1
02-03,0.443,0.343,0.464,0.742,42.5,21.0,8.1,4.9,14.7,22.0,95.5,1.57,103.7,102.5,16258.0,0.5365853658536586,1
02-03,0.441,0.332,0.462,0.757,42.9,23.0,8.7,4.6,14.8,21.6,95.4,4.42,103.8,98.1,15185.0,0.5975609756097561,1
02-03,0.46,0.33,0.488,0.745,41.1,22.7,8.8,3.9,15.2,19.9,95.2,2.97,105.5,102.6,19421.0,0.6097560975609756,1
02-03,0.445,0.35,0.462,0.722,43.0,21.7,7.4,5.6,16.9,24.7,95.0,-5.31,100.2,105.6,19617.0,0.3658536585365853,0
02-03,0.468,0.349,0.481,0.745,41.5,25.6,8.6,5.7,16.8,22.4,94.7,2.76,105.5,102.8,19172.0,0.573170731707317,1
02-03,0.444,0.352,0.464,0.793,42.6,20.5,7.5,5.8,16.7,21.7,94.1,-3.87,102.3,106.1,12894.0,0.4268292682926829,0
02-03,0.435,0.376,0.447,0.768,43.6,22.0,8.0,4.8,14.8,21.6,93.9,1.52,103.9,101.6,15651.0,0.573170731707317,1
02-03,0.437,0.331,0.46,0.75,42.3,19.6,7.0,5.6,15.7,21.8,93.8,-3.45,102.3,106.8,17231.0,0.3292682926829268,0
02-03,0.44,0.346,0.462,0.768,43.8,18.4,7.2,6.0,15.6,19.5,93.8,1.89,104.3,102.6,13785.0,0.524390243902439,0
02-03,0.415,0.334,0.455,0.742,40.5,19.2,8.8,3.7,14.0,21.4,92.7,-0.75,101.2,101.6,17294.0,0.5365853658536586,1
02-03,0.437,0.353,0.458,0.744,40.8,21.6,8.3,3.6,13.2,20.9,92.1,0.37,103.7,103.9,15541.0,0.4878048780487805,0
02-03,0.44,0.312,0.459,0.779,40.4,19.7,7.6,4.8,13.4,20.0,91.5,-1.47,103.0,104.1,20173.0,0.4512195121951219,0
02-03,0.43,0.358,0.452,0.771,40.6,19.8,6.8,5.7,13.5,21.3,91.4,2.97,104.1,99.9,20470.0,0.6097560975609756,1
02-03,0.422,0.327,0.437,0.747,44.6,20.9,7.8,6.4,18.3,22.7,91.4,-9.59,96.5,106.7,11497.0,0.2073170731707317,0
02-03,0.427,0.343,0.446,0.718,41.2,19.3,7.4,4.8,14.4,21.5,90.9,-6.1,100.5,107.0,18964.0,0.2926829268292683,0
02-03,0.412,0.316,0.432,0.765,41.6,18.3,7.2,4.0,14.2,22.6,85.6,-5.13,96.7,102.4,15323.0,0.3048780487804878,0
02-03,0.411,0.278,0.43,0.699,42.4,21.2,8.7,5.1,18.5,25.1,84.2,-7.41,92.2,101.3,14825.0,0.2073170731707317,0
12-13,0.478,0.343,0.516,0.701,45.0,24.4,9.3,6.5,15.3,20.5,106.1,5.37,110.4,105.1,17820.0,0.6951219512195121,1
12-13,0.461,0.366,0.511,0.754,43.4,23.2,8.3,4.4,16.4,20.3,106.0,3.69,109.7,106.1,16672.0,0.5487804878048781,1
12-13,0.481,0.377,0.514,0.828,43.6,21.4,8.3,7.6,15.3,20.2,105.7,9.15,112.4,102.6,18203.0,0.7317073170731707,1
12-13,0.481,0.376,0.519,0.791,41.3,25.1,8.5,5.4,14.7,17.4,103.0,6.67,108.3,101.6,18432.0,0.7073170731707317,1
12-13,0.496,0.396,0.536,0.754,38.6,23.0,8.7,5.4,13.9,18.7,102.9,7.03,112.3,103.7,19983.0,0.8048780487804879,1
12-13,0.458,0.355,0.503,0.692,44.8,22.2,7.0,5.2,15.0,17.9,102.2,1.48,107.8,106.6,18997.0,0.5487804878048781,1
12-13,0.458,0.403,0.475,0.79,45.0,22.5,6.9,4.2,15.1,21.4,101.2,1.32,106.4,105.5,19374.0,0.573170731707317,1
12-13,0.478,0.358,0.522,0.711,41.6,23.9,9.6,5.6,14.6,20.9,101.1,6.43,110.6,103.6,19227.0,0.6829268292682927,1
12-13,0.462,0.372,0.489,0.793,41.9,23.2,7.9,5.5,14.0,20.7,101.1,-0.24,105.9,106.5,20036.0,0.5,0
12-13,0.447,0.363,0.474,0.769,40.6,20.8,8.2,4.2,14.6,20.9,100.2,-4.26,106.2,111.4,13750.0,0.3414634146341463,0
12-13,0.448,0.376,0.487,0.759,40.6,19.3,8.2,3.6,12.0,20.1,100.0,3.73,111.1,106.3,19033.0,0.6585365853658537,1
12-13,0.435,0.36,0.457,0.736,44.0,22.9,8.4,6.7,14.1,19.0,98.9,-1.83,103.6,105.2,15036.0,0.4634146341463415,1
12-13,0.454,0.366,0.477,0.764,42.0,22.7,8.4,6.3,14.8,21.3,98.0,0.3,106.7,106.8,18632.0,0.524390243902439,0
12-13,0.464,0.371,0.501,0.715,40.9,24.5,8.1,4.5,14.9,18.0,98.0,-0.08,104.8,104.4,15126.0,0.5365853658536586,1
12-13,0.448,0.353,0.486,0.776,40.8,21.8,6.6,4.3,14.7,18.5,97.5,-2.53,105.8,109.2,19830.0,0.4024390243902439,0
12-13,0.446,0.343,0.48,0.788,40.2,21.5,7.3,4.8,13.7,22.4,97.2,-1.96,105.9,107.5,18145.0,0.4146341463414634,0
12-13,0.45,0.357,0.484,0.731,42.8,20.3,7.3,4.8,14.7,18.3,96.9,1.25,108.2,106.2,17188.0,0.5975609756097561,1
12-13,0.465,0.358,0.494,0.776,39.3,22.8,8.2,4.5,14.6,21.2,96.5,-0.62,103.1,103.3,18624.0,0.5,1
12-13,0.434,0.346,0.46,0.756,41.0,20.7,7.9,4.1,14.0,21.2,96.5,-4.87,104.3,109.4,16192.0,0.2926829268292683,0
12-13,0.439,0.305,0.477,0.742,42.0,22.4,8.5,4.7,14.8,18.4,95.7,-1.83,102.9,105.4,16340.0,0.3780487804878049,0
12-13,0.443,0.33,0.473,0.744,41.6,22.6,8.0,5.3,15.6,20.6,95.2,-5.75,101.2,108.1,15437.0,0.3048780487804878,0
12-13,0.449,0.356,0.474,0.699,42.1,21.2,7.0,4.9,15.1,19.8,94.9,-4.33,103.8,108.1,14685.0,0.3536585365853658,0
12-13,0.436,0.347,0.465,0.746,45.9,20.3,7.2,6.3,15.1,20.0,94.7,3.34,104.3,99.8,15270.0,0.5975609756097561,1
12-13,0.448,0.363,0.473,0.776,41.6,21.0,6.3,5.4,14.5,20.4,94.1,-3.12,105.7,110.1,13803.0,0.3292682926829268,0
12-13,0.448,0.329,0.482,0.755,42.7,22.8,6.4,4.4,14.5,19.4,94.1,-7.12,101.6,109.1,17627.0,0.2439024390243902,0
12-13,0.444,0.345,0.463,0.773,42.7,20.9,8.6,5.3,14.0,20.2,93.4,4.32,104.9,100.3,16625.0,0.6829268292682927,1
12-13,0.425,0.335,0.448,0.75,40.3,19.4,7.2,5.8,14.1,19.0,93.4,-9.29,101.5,111.5,15324.0,0.2560975609756097,0
12-13,0.444,0.36,0.466,0.729,41.3,22.8,7.4,4.7,13.0,18.4,93.2,-3.51,102.0,105.7,16717.0,0.4146341463414634,0
12-13,0.437,0.353,0.456,0.773,43.2,23.0,7.2,5.1,14.3,19.7,93.2,-0.02,103.5,103.2,21877.0,0.5487804878048781,1
12-13,0.435,0.365,0.455,0.733,43.2,21.6,7.3,4.6,15.1,20.5,93.2,-2.78,100.2,103.0,16343.0,0.3536585365853658,0
21-22,0.457,0.358,0.54,0.778,44.2,25.7,8.8,5.6,14.3,21.8,115.9,2.53,114.3,111.7,16028.0,0.5609756097560976,1
21-22,0.461,0.353,0.519,0.734,49.2,26.0,9.8,6.5,13.2,19.8,115.6,5.37,114.6,109.0,15775.0,0.6829268292682927,1
21-22,0.468,0.366,0.544,0.776,46.7,23.9,7.6,4.0,13.4,18.2,115.5,3.22,115.1,111.8,17453.0,0.6219512195121951,1
21-22,0.468,0.365,0.542,0.74,44.6,28.1,8.6,4.9,13.3,19.9,115.3,0.53,114.1,113.7,17092.0,0.524390243902439,0
21-22,0.485,0.364,0.551,0.797,45.3,27.4,8.6,4.4,12.9,19.9,114.8,6.94,114.8,107.3,16175.0,0.7804878048780488,1
21-22,0.47,0.374,0.531,0.812,44.0,24.6,7.2,4.2,11.9,18.7,113.9,1.55,116.5,114.9,16408.0,0.524390243902439,1
21-22,0.471,0.36,0.568,0.767,46.3,22.4,7.2,4.9,14.0,18.9,113.6,5.67,116.7,110.5,18306.0,0.5975609756097561,1
21-22,0.467,0.352,0.527,0.754,45.3,27.9,7.6,4.9,12.7,18.1,113.2,0.02,112.4,112.3,15014.0,0.4146341463414634,0
21-22,0.475,0.361,0.538,0.805,44.4,25.3,7.1,5.5,14.1,20.4,112.9,0.82,113.6,112.8,17355.0,0.5365853658536586,1
21-22,0.483,0.353,0.575,0.795,44.1,27.8,7.2,3.7,14.5,20.0,112.7,2.16,114.5,112.1,16958.0,0.5853658536585366,1
21-22,0.469,0.347,0.546,0.732,44.0,24.0,7.6,5.2,14.5,20.2,112.1,-3.08,110.3,113.3,18650.0,0.4024390243902439,0
21-22,0.466,0.356,0.547,0.816,46.1,24.8,7.2,5.8,13.6,18.5,111.8,7.02,114.4,106.9,19156.0,0.6219512195121951,1
21-22,0.48,0.369,0.535,0.813,42.3,23.9,7.1,4.1,12.8,18.8,111.6,-0.38,113.2,113.6,20882.0,0.5609756097560976,1
21-22,0.463,0.344,0.541,0.768,43.9,25.4,7.1,5.6,14.4,20.4,111.5,-3.26,112.6,116.1,14360.0,0.3048780487804878,0
21-22,0.469,0.364,0.557,0.769,45.5,27.1,8.8,4.5,14.9,21.0,111.0,5.52,112.5,106.9,18064.0,0.6463414634146342,1
21-22,0.46,0.344,0.53,0.768,42.9,23.7,7.2,4.5,14.1,18.9,110.3,-5.26,109.9,115.3,14087.0,0.3658536585365853,0
21-22,0.467,0.379,0.531,0.808,43.7,25.5,7.4,3.2,14.6,20.5,110.0,4.23,113.7,109.1,19628.0,0.6463414634146342,1
21-22,0.466,0.364,0.527,0.821,42.3,23.7,7.7,5.3,12.5,19.4,109.9,2.57,113.5,110.8,20655.0,0.6219512195121951,1
21-22,0.456,0.349,0.543,0.713,42.0,23.6,7.3,4.7,16.5,20.6,109.7,-8.26,108.4,116.7,15585.0,0.2439024390243902,0
21-22,0.445,0.349,0.503,0.759,45.3,22.1,9.0,4.6,12.5,19.6,109.4,2.38,112.9,110.5,13350.0,0.5853658536585366,1
21-22,0.457,0.332,0.528,0.789,45.2,25.0,8.3,4.0,14.1,19.7,109.3,-0.84,112.0,113.0,15511.0,0.4390243902439024,1
21-22,0.472,0.342,0.543,0.783,43.1,25.0,6.4,5.0,13.1,18.8,108.6,-3.23,111.1,114.5,15542.0,0.4268292682926829,0
21-22,0.458,0.374,0.512,0.793,44.0,24.0,7.4,5.0,13.7,18.6,108.4,0.09,110.1,110.1,16927.0,0.5121951219512195,0
21-22,0.461,0.35,0.548,0.771,43.0,23.4,6.7,4.0,12.5,19.7,108.0,3.12,112.8,109.4,19708.0,0.6341463414634146,1
21-22,0.469,0.355,0.541,0.76,44.2,25.2,7.1,4.2,14.4,17.5,107.8,2.04,111.9,109.7,18493.0,0.5365853658536586,0
21-22,0.437,0.357,0.497,0.744,46.1,21.9,7.0,4.9,13.3,20.4,106.5,-0.01,110.4,110.5,18622.0,0.4512195121951219,0
21-22,0.442,0.346,0.513,0.76,42.9,22.9,8.0,4.5,14.5,21.1,106.2,-8.55,107.8,116.9,17210.0,0.3292682926829268,0
21-22,0.431,0.326,0.498,0.782,43.0,23.5,7.7,4.8,14.2,21.9,104.8,-7.36,106.0,113.8,16184.0,0.2804878048780488,0
21-22,0.434,0.331,0.507,0.787,44.3,23.7,6.8,4.5,14.5,19.7,104.2,-7.67,104.5,112.5,15192.0,0.2682926829268293,0
21-22,0.43,0.323,0.507,0.756,45.6,22.2,7.6,4.6,14.0,18.3,103.7,-7.9,104.6,112.8,14515.0,0.2926829268292683,0
10-11,0.476,0.388,0.506,0.765,42.0,22.1,7.4,4.3,14.1,21.0,107.5,4.81,112.3,107.3,16989.0,0.6097560975609756,1
10-11,0.457,0.368,0.496,0.809,40.5,21.4,7.6,5.8,13.7,21.3,106.5,0.48,110.9,110.1,19729.0,0.5121951219512195,1
10-11,0.454,0.367,0.486,0.801,42.8,23.8,7.1,4.5,13.5,20.0,105.9,2.37,111.3,109.0,16191.0,0.524390243902439,0
10-11,0.47,0.377,0.505,0.759,40.2,23.7,6.6,4.4,14.3,20.3,105.0,-0.46,109.5,110.4,17567.0,0.4878048780487805,0
10-11,0.464,0.347,0.495,0.823,42.8,20.4,8.0,5.9,14.1,22.4,104.8,3.81,111.2,107.2,18148.0,0.6707317073170732,1
10-11,0.475,0.397,0.503,0.767,41.9,22.4,7.3,4.5,13.4,19.0,103.7,5.86,111.8,105.6,18314.0,0.7439024390243902,1
10-11,0.461,0.392,0.484,0.761,40.5,22.5,9.0,5.0,14.6,22.0,103.4,-2.0,108.2,110.7,18693.0,0.4390243902439024,0
10-11,0.481,0.37,0.515,0.769,42.1,20.0,6.6,5.2,13.9,20.4,102.1,6.76,111.7,103.5,19779.0,0.7073170731707317,1
10-11,0.463,0.352,0.494,0.779,44.0,22.0,7.3,5.1,13.1,19.0,101.5,6.01,111.0,104.3,18997.0,0.6951219512195121,1
10-11,0.441,0.376,0.459,0.768,44.4,20.1,7.2,5.1,17.0,22.3,101.1,-5.97,104.2,111.1,15243.0,0.2073170731707317,0
10-11,0.475,0.365,0.516,0.777,41.4,23.8,6.8,4.3,14.0,19.2,100.2,4.41,109.7,105.0,20102.0,0.6951219512195121,1
10-11,0.471,0.334,0.492,0.75,41.0,20.6,9.4,5.4,14.0,20.8,99.9,2.55,107.6,105.1,14651.0,0.5609756097560976,1
10-11,0.442,0.354,0.471,0.782,43.5,19.6,7.1,5.6,15.4,21.7,99.8,-1.38,104.8,106.0,13538.0,0.4512195121951219,1
10-11,0.465,0.346,0.493,0.771,39.5,23.4,7.7,5.9,14.3,22.7,99.4,-1.44,108.1,110.1,19512.0,0.4756097560975609,0
10-11,0.449,0.335,0.475,0.734,43.9,20.4,7.4,4.8,16.1,22.0,99.4,-4.8,103.5,109.0,13890.0,0.2926829268292683,0
10-11,0.461,0.366,0.507,0.692,43.2,20.0,6.7,4.7,14.9,20.0,99.2,4.92,107.9,102.0,18972.0,0.6341463414634146,1
10-11,0.465,0.316,0.494,0.755,40.3,21.9,7.1,4.3,14.7,22.0,99.1,-6.28,106.1,112.9,16592.0,0.2682926829268293,0
10-11,0.461,0.355,0.485,0.77,41.8,22.7,7.6,4.3,13.0,19.4,99.0,1.01,106.6,105.0,14752.0,0.5,1
10-11,0.457,0.338,0.493,0.707,42.1,22.1,7.1,4.9,16.4,21.1,98.6,-2.71,105.3,108.7,17743.0,0.3902439024390244,0
10-11,0.462,0.361,0.489,0.743,44.2,22.3,7.2,5.7,14.2,20.0,98.6,6.53,108.3,100.3,21792.0,0.7560975609756098,1
10-11,0.443,0.332,0.465,0.745,41.3,19.4,8.1,6.1,15.3,22.6,97.3,-7.3,102.4,110.2,16792.0,0.2804878048780488,0
10-11,0.46,0.376,0.479,0.737,38.6,21.1,7.3,4.0,13.0,19.9,97.0,-3.78,107.7,111.7,16660.0,0.3658536585365853,0
10-11,0.486,0.365,0.513,0.77,38.8,23.4,8.2,4.2,14.6,20.5,96.5,4.83,106.2,100.3,18624.0,0.6829268292682927,1
10-11,0.447,0.345,0.477,0.804,39.3,21.2,8.0,4.4,13.0,19.3,96.3,1.85,108.8,107.1,20510.0,0.5853658536585366,1
10-11,0.434,0.342,0.461,0.745,40.3,21.0,6.6,4.2,14.2,20.1,95.5,-8.88,102.2,111.8,20112.0,0.2317073170731707,0
10-11,0.462,0.352,0.494,0.779,39.3,22.0,6.1,4.2,13.6,19.0,95.0,-1.1,106.1,107.0,15649.0,0.5365853658536586,1
10-11,0.459,0.36,0.482,0.765,40.1,20.6,7.6,4.4,13.0,21.0,94.9,1.28,106.2,105.2,14709.0,0.5609756097560976,1
10-11,0.44,0.343,0.464,0.759,40.8,21.0,5.6,4.7,14.0,22.0,94.2,-6.28,103.1,109.9,13949.0,0.2926829268292683,0
10-11,0.451,0.327,0.48,0.756,40.1,21.1,6.4,5.3,14.5,20.0,93.3,-4.08,103.4,107.8,15846.0,0.4146341463414634,0
10-11,0.43,0.342,0.454,0.757,40.8,18.8,7.5,4.9,13.5,20.5,91.9,-1.02,101.6,102.5,15412.0,0.4268292682926829,0
17-18,0.503,0.391,0.56,0.815,43.5,29.3,8.0,7.5,15.5,19.6,113.5,5.79,113.6,107.6,19596.0,0.7073170731707317,1
17-18,0.46,0.362,0.558,0.781,43.5,21.5,8.5,4.8,13.8,19.5,112.4,8.21,114.7,106.1,17871.0,0.7926829268292683,1
17-18,0.483,0.362,0.54,0.772,44.3,26.8,8.0,5.9,14.9,19.1,111.7,1.48,109.6,108.3,16437.0,0.5853658536585366,1
17-18,0.472,0.358,0.541,0.794,44.0,24.3,7.6,6.1,13.4,21.7,111.7,7.29,113.8,105.9,19840.0,0.7195121951219512,1
17-18,0.476,0.372,0.54,0.779,42.1,23.4,7.1,3.8,13.7,18.6,110.9,0.59,112.9,111.9,20562.0,0.6097560975609756,1
17-18,0.47,0.371,0.525,0.767,44.5,25.1,7.6,4.9,15.0,18.7,110.0,1.57,112.5,111.0,17141.0,0.5609756097560976,0
17-18,0.472,0.369,0.526,0.752,47.4,27.1,8.3,5.1,16.5,22.1,109.8,4.3,109.5,105.0,20361.0,0.6341463414634146,1
17-18,0.476,0.357,0.519,0.804,42.0,22.7,8.4,4.2,12.5,18.2,109.5,2.35,113.4,111.1,17056.0,0.573170731707317,1
17-18,0.471,0.354,0.525,0.743,43.9,22.3,7.7,4.5,14.7,20.0,109.0,0.15,110.3,110.2,17020.0,0.5121951219512195,0
17-18,0.45,0.369,0.487,0.747,45.5,21.6,6.8,4.5,12.7,17.2,108.2,0.07,109.4,109.1,16376.0,0.4390243902439024,0
17-18,0.461,0.345,0.517,0.714,46.4,23.8,7.7,4.7,15.8,21.2,108.1,-1.44,106.5,108.0,18935.0,0.4268292682926829,0
17-18,0.453,0.354,0.505,0.716,45.1,21.3,9.1,5.0,14.0,20.2,107.9,3.42,110.7,107.2,18203.0,0.5853658536585366,1
17-18,0.467,0.375,0.508,0.772,43.1,25.2,7.9,4.3,14.6,21.3,106.6,0.53,109.3,108.7,18032.0,0.524390243902439,1
17-18,0.441,0.356,0.5,0.772,44.4,23.7,6.2,4.8,15.2,20.6,106.6,-3.67,106.9,110.6,15376.0,0.3414634146341463,0
17-18,0.478,0.355,0.531,0.783,39.8,23.2,8.8,5.4,13.8,21.4,106.5,-0.45,109.8,110.1,16856.0,0.5365853658536586,1
17-18,0.472,0.369,0.513,0.779,42.3,22.2,8.8,4.1,13.3,18.8,105.6,1.18,109.5,108.1,16052.0,0.5853658536585366,1
17-18,0.452,0.366,0.493,0.8,45.5,19.5,7.0,5.2,13.5,19.5,105.6,2.6,109.1,106.4,19409.0,0.5975609756097561,1
17-18,0.464,0.352,0.504,0.787,44.0,23.3,6.7,5.1,14.7,20.5,104.5,-3.53,107.1,110.7,19332.0,0.3536585365853658,0
17-18,0.462,0.366,0.515,0.779,43.3,22.4,8.6,5.1,14.7,19.6,104.1,4.47,108.4,103.9,17922.0,0.5853658536585366,1
17-18,0.45,0.377,0.491,0.771,44.5,22.5,7.4,4.5,14.0,19.7,104.0,3.23,107.6,103.9,18624.0,0.6707317073170732,1
17-18,0.442,0.334,0.492,0.741,44.1,21.3,6.9,4.5,15.7,22.0,103.9,-8.8,103.5,112.8,16843.0,0.2560975609756097,0
17-18,0.45,0.373,0.488,0.745,43.7,22.8,7.7,3.9,13.5,18.4,103.8,-0.26,107.2,107.3,17413.0,0.4756097560975609,0
17-18,0.455,0.36,0.508,0.755,43.5,22.7,7.6,5.3,14.4,20.1,103.4,0.15,106.8,106.3,19630.0,0.5365853658536586,1
17-18,0.452,0.351,0.504,0.757,41.6,23.4,7.6,4.9,14.5,19.3,103.4,-4.92,105.2,110.1,17915.0,0.3048780487804878,0
17-18,0.446,0.36,0.495,0.785,41.9,23.7,7.8,4.2,15.6,19.6,103.4,-5.3,105.0,110.6,14409.0,0.2926829268292683,0
17-18,0.435,0.355,0.478,0.759,44.7,23.5,7.6,3.5,14.0,19.2,102.9,-6.84,103.8,110.9,20776.0,0.3292682926829268,0
17-18,0.457,0.352,0.499,0.772,44.2,22.8,7.7,5.6,13.1,17.2,102.7,2.89,107.9,104.8,18404.0,0.573170731707317,1
17-18,0.444,0.36,0.496,0.763,41.3,22.7,7.0,3.8,12.3,19.2,102.3,-2.7,106.3,109.5,19792.0,0.2926829268292683,0
17-18,0.444,0.352,0.486,0.786,40.5,21.5,7.5,4.8,15.0,23.2,99.3,-5.81,104.5,111.0,15948.0,0.2682926829268293,0
17-18,0.45,0.375,0.479,0.735,40.9,21.6,7.8,4.1,13.7,20.0,98.8,-6.6,103.7,111.1,17431.0,0.3292682926829268,0
98-99,0.445,0.308,0.484,0.683,45.6,22.6,8.9,4.6,16.8,20.3,100.2,-0.89,102.7,103.1,16750.0,0.3292682926829268,1
98-99,0.468,0.352,0.492,0.683,42.0,21.9,7.8,5.7,15.1,24.6,99.0,2.68,107.6,104.3,17200.0,0.3780487804878049,1
98-99,0.449,0.372,0.465,0.76,40.3,25.0,8.9,4.0,13.6,20.4,95.6,2.15,105.8,103.3,18891.0,0.3292682926829268,1
98-99,0.442,0.344,0.47,0.681,42.0,21.7,7.9,4.0,15.3,20.9,94.9,-1.43,105.0,106.2,17072.0,0.3048780487804878,0
98-99,0.442,0.364,0.457,0.743,44.3,21.5,8.2,5.8,15.4,22.5,94.8,5.67,104.8,97.7,19462.0,0.4268292682926829,1
98-99,0.448,0.368,0.469,0.796,40.5,20.1,6.3,4.5,13.0,21.6,94.7,3.86,108.7,104.4,16181.0,0.4024390243902439,1
98-99,0.462,0.368,0.492,0.729,41.5,21.2,7.7,5.2,16.2,19.2,94.2,1.39,105.4,102.9,16285.0,0.3780487804878049,1
98-99,0.421,0.328,0.45,0.762,40.8,19.4,7.5,5.5,14.8,22.9,93.5,-6.67,103.1,110.4,11879.0,0.1707317073170731,0
98-99,0.465,0.361,0.478,0.767,41.3,24.1,8.0,5.5,16.3,22.7,93.3,5.54,105.8,98.4,19725.0,0.4512195121951219,1
98-99,0.436,0.36,0.453,0.692,42.8,21.5,9.1,5.1,16.1,23.9,93.0,-1.75,100.4,102.4,17624.0,0.2317073170731707,0
98-99,0.449,0.365,0.47,0.747,39.5,22.2,8.9,4.9,15.9,22.0,92.9,0.63,102.3,102.4,19232.0,0.3170731707317073,0
98-99,0.425,0.298,0.438,0.743,42.9,24.4,8.5,5.4,12.8,23.7,92.9,-0.17,101.9,101.5,17119.0,0.3048780487804878,1
98-99,0.456,0.33,0.476,0.698,44.0,22.0,8.4,7.0,15.2,20.2,92.8,7.12,104.0,95.0,21094.0,0.4512195121951219,1
98-99,0.459,0.373,0.476,0.733,38.8,20.6,8.8,4.0,14.4,22.8,91.7,1.66,104.9,103.0,15278.0,0.3414634146341463,1
98-99,0.434,0.339,0.45,0.728,42.5,18.4,7.0,5.8,13.8,21.3,91.6,-2.5,102.3,104.9,14513.0,0.2317073170731707,0
98-99,0.406,0.331,0.421,0.769,43.0,18.5,9.8,5.5,15.0,22.7,91.4,-3.2,99.5,103.6,16614.0,0.1951219512195122,0
98-99,0.445,0.309,0.469,0.705,40.0,21.3,7.9,3.9,14.7,23.0,91.2,-1.75,101.2,103.7,16099.0,0.2195121951219512,0
98-99,0.421,0.341,0.437,0.76,43.2,20.7,8.8,6.4,16.0,22.8,91.1,-1.32,102.0,103.9,17974.0,0.2804878048780488,0
98-99,0.427,0.32,0.448,0.721,39.2,16.4,8.5,4.7,15.9,24.5,90.4,-8.94,100.0,109.7,9416.0,0.1097560975609756,0
98-99,0.447,0.365,0.465,0.74,40.3,20.2,8.9,4.2,15.8,22.8,90.4,3.97,104.2,100.3,17783.0,0.3536585365853658,1
98-99,0.426,0.264,0.444,0.722,43.1,18.7,10.8,5.4,16.4,23.0,89.7,2.56,99.9,97.6,17458.0,0.3414634146341463,1
98-99,0.428,0.33,0.448,0.7,42.7,21.3,9.9,4.3,16.4,18.7,89.5,3.11,100.3,97.4,16444.0,0.4024390243902439,1
98-99,0.453,0.359,0.481,0.735,40.3,20.4,6.5,6.1,14.9,20.7,89.0,5.11,104.7,98.9,15153.0,0.4024390243902439,1
98-99,0.428,0.327,0.442,0.717,40.2,19.3,8.4,4.0,17.0,22.5,88.9,-8.94,98.4,107.9,16719.0,0.0975609756097561,0
98-99,0.415,0.287,0.435,0.676,47.5,20.7,8.3,4.4,15.4,25.4,88.3,-2.63,98.4,101.1,13433.0,0.2560975609756097,0
98-99,0.435,0.353,0.45,0.732,41.2,19.3,7.9,5.2,16.1,22.8,86.4,1.45,98.6,97.5,19763.0,0.3292682926829268,1
98-99,0.439,0.341,0.456,0.749,35.8,21.9,9.0,4.1,15.7,24.2,86.4,-0.94,99.6,101.6,14120.0,0.2682926829268293,0
98-99,0.409,0.306,0.431,0.731,43.5,15.6,6.9,5.2,14.9,19.7,86.3,2.82,100.5,97.1,17131.0,0.3780487804878049,1
